DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2008-0352,August 18  2008,Surficial Geology of the McLennan Area (NTS 83N/NE) (GIS data  point features),Fenton  M.M.,,,,,,,,,,
Digital Data 2008-0351,March 13  2008,Surficial Geology of the McLennan Area (NTS 83N/NE) (GIS data  line features),Fenton  M.M.,,,,,,,,,,
Digital Data 2008-0350,November 19  2008,Cold Lake - Beaver River Basin groundwater and surface water chemistry data extract,Lemay  T.G.,Jean  G.M.,,,,,,,,,
Digital Data 2008-0349,January 22  2008,Coalfields of the WCSB (GIS data  polygon features),Smith  G.G.,Cameron  A.R.,Bustin  R.M.,,,,,,,,
Digital Data 2008-0348,January 22  2008,Oil Alteration (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0347,January 22  2008,Oil Alteration (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0346,January 22  2008,Cretaceous Colorado Group Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0345,January 22  2008,Cretaceous Colorado Group Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0344,January 22  2008,Cretaceous Second White Specks Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0343,January 22  2008,Cretaceous Second White Specks Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0342,January 22  2008,Heavy Oil Migration System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0341,January 22  2008,Heavy Oil Migration System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0340,January 22  2008,Lower Jurassic Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0339,January 22  2008,Lower Jurassic Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0338,January 22  2008,Lower Jurassic Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0337,January 22  2008,Lower Jurassic Petroleum System (GIS data  polygon overlay features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0336,January 22  2008,Lower Jurassic Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0335,January 22  2008,Middle Triassic Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0334,January 22  2008,Middle Triassic Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0333,January 22  2008,Devonian-Mississippian Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0332,January 22  2008,Devonian-Mississippian Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0331,January 22  2008,Devonian-Mississippian Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0330,January 22  2008,Devonian-Mississippian Petroleum System (GIS data  polygon overlay features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0329,January 22  2008,Devonian-Mississippian Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0328,January 22  2008,Devonian Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0327,January 22  2008,Devonian Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0326,January 22  2008,Nisku Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0325,January 22  2008,Nisku Petroleum System (GIS data  polygon overlay features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0324,January 22  2008,Nisku Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0323,January 22  2008,Duvernay Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0322,January 22  2008,Duvernay Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0321,January 22  2008,Middle Devonian Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0320,January 22  2008,Middle Devonian Petroleum System (GIS data  line features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0319,January 22  2008,Ordovician Petroleum System (GIS data  polygon features),Creaney  S.,Allan  J.,Cole  K.S.,Fowler  M.G.,Brooks  P.W.,Osadetz  K.G.,Macqueen  R.W.,Snowdon  L.R.,Riediger  C.L.,,
Digital Data 2008-0318,January 22  2008,Heat Generation at Precambrian Surface (GIS data  polygon features),Bachu  S.,Burwash  R.A.,,,,,,,,,
Digital Data 2008-0317,January 22  2008,Heat Generation at Precambrian Surface (GIS data  line features),Bachu  S.,Burwash  R.A.,,,,,,,,,
Digital Data 2008-0316,January 22  2008,Stress Trajectories Determined from Breakouts (GIS data  line features),Bell  J.S.,Price  P.R.,McLellan  P.J.,,,,,,,,
Digital Data 2008-0315,January 22  2008,Structure contour of Precambrian Surface in Peace River region (GIS data  line features),OConnell  S.C.,,,,,,,,,,
Digital Data 2008-0314,January 22  2008,Triassic Spearfish Lower Watrous and Lower Amaranth Isopach (GIS data  line features),Kent  D.M.,Christopher  J.E.,,,,,,,,,
Digital Data 2008-0313,January 22  2008,Lithotectonic Basement Elements (GIS data  polygon features),Kent  D.M.,Christopher  J.E.,,,,,,,,,
Digital Data 2008-0312,January 22  2008,Lithotectonic Basement Elements (GIS data  line features),Kent  D.M.,Christopher  J.E.,,,,,,,,,
Digital Data 2008-0311,January 22  2008,Sweetgrass Arch and Williston Basin Tectonic Elements (GIS data  polygon features),Kent  D.M.,Christopher  J.E.,,,,,,,,,
Digital Data 2008-0310,January 22  2008,Sweetgrass Arch and Williston Basin Tectonic Elements (GIS data  line features),Kent  D.M.,Christopher  J.E.,,,,,,,,,
Digital Data 2008-0309,January 22  2008,Post-Paleocene Deposits (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0308,January 22  2008,KB to Battle Isopach (Alberta) / KB to Bearpaw Isopach (Saskatchewan) (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0307,January 22  2008,Wapiti Isopach (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0306,January 22  2008,Wapiti Isopach (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0305,January 22  2008,Battle to Bearpaw Isopach (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0304,January 22  2008,Battle to Bearpaw Isopach (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0303,January 22  2008,Bearpaw Isopach (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0302,January 22  2008,Bearpaw Isopach (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0301,January 22  2008,Belly River Isopach (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0300,January 22  2008,Belly River Isopach (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0299,January 22  2008,Lea Park/Pakowki Isopach (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0298,January 22  2008,Lea Park/Pakowki Isopach (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0297,January 22  2008,Battle/Kneehills Tuff Structure (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0296,January 22  2008,Lea Park/Pakowki Structure (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0295,January 22  2008,Lea Park/Pakowki Structure (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0294,January 22  2008,Schematic Paskapoo Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0293,January 22  2008,Schematic Paskapoo Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0292,January 22  2008,Schematic Upper Scollard Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0291,January 22  2008,Schematic Upper Scollard Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0290,January 22  2008,Schematic Battle Fm Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0289,January 22  2008,Schematic Battle Fm Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0288,January 22  2008,Schematic Lowest Horseshoe Canyon Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0287,January 22  2008,Schematic Lowest Horseshoe Canyon Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0286,January 22  2008,Schematic Upper Belly River (Foremost) Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0285,January 22  2008,Schematic Upper Belly River (Foremost) Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0284,January 22  2008,Schematic Lower Belly River (Foremost) Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0283,January 22  2008,Schematic Lower Belly River (Foremost) Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0282,January 22  2008,Schematic Lea Park/Pakowki Paleogeography (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0281,January 22  2008,Schematic Lea Park/Pakowki Paleogeography (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0280,January 22  2008,Uppermost Cretaceous and Tertiary-Index Map (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0279,January 22  2008,Uppermost Cretaceous and Tertiary-Index Map (GIS data  line features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0278,January 22  2008,Uppermost Cretaceous and Tertiary Subcrop Geology (GIS data  polygon features),Dawson  F.M.,Evans  C.G.,Marsh  R.,Richardson  R.,,,,,,,
Digital Data 2008-0277,January 22  2008,Upper Cardium Formation Paleogeography (GIS data  polygon features),Krause  F.F.,Deutsch  K.B.,Joiner  S.D.,Barclay  J.E.,Hall  R.L.,Hills  L.V.,,,,,
Digital Data 2008-0276,January 22  2008,Middle Cardium Formation Paleogeography (GIS data  polygon features),Krause  F.F.,Deutsch  K.B.,Joiner  S.D.,Barclay  J.E.,Hall  R.L.,Hills  L.V.,,,,,
Digital Data 2008-0275,January 22  2008,Lower Cardium Formation Paleogeography (GIS data  polygon features),Krause  F.F.,Deutsch  K.B.,Joiner  S.D.,Barclay  J.E.,Hall  R.L.,Hills  L.V.,,,,,
Digital Data 2008-0274,January 22  2008,Cardium Formation Isopach (GIS data  polygon features),Krause  F.F.,Deutsch  K.B.,Joiner  S.D.,Barclay  J.E.,Hall  R.L.,Hills  L.V.,,,,,
Digital Data 2008-0273,January 22  2008,Dunvegan to Base of Fish Scales Isopach and Lithofacies (GIS data  polygon features),Bhattacharya  J.P.,,,,,,,,,,
Digital Data 2008-0272,January 22  2008,Dunvegan Structure (GIS data  polygon features),Bhattacharya  J.P.,,,,,,,,,,
Digital Data 2008-0271,January 22  2008,Viking Isopach and Lithofacies (GIS data  polygon features),Reinson  G.E.,Warters  W.J.,Cox  J.,Price  P.R.,,,,,,,
Digital Data 2008-0270,January 22  2008,Viking Structure (GIS data  polygon features),Reinson  G.E.,Warters  W.J.,Cox  J.,Price  P.R.,,,,,,,
Digital Data 2008-0269,January 22  2008,Generalized Paleogeography Viking and Equivalents (GIS data  polygon features),Reinson  G.E.,Warters  W.J.,Cox  J.,Price  P.R.,,,,,,,
Digital Data 2008-0268,January 22  2008,Generalized Paleogeography Viking and Equivalents (GIS data  line features),Reinson  G.E.,Warters  W.J.,Cox  J.,Price  P.R.,,,,,,,
Digital Data 2008-0267,January 22  2008,Colorado Isopach (GIS data  polygon features),Leckie  D.A.,Bhattacharya  J.P.,Bloch  J.,Gilboy  C.F.,Norris  B.,,,,,,
Digital Data 2008-0266,January 22  2008,Upper Mannville Oil and Gas Fields (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0265,January 22  2008,Upper Mannville Isopach and Lithofacies (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0264,January 22  2008,Lower Mannville Oil and Gas Fields (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0263,January 22  2008,Lower Mannville Isopach and Lithofacies (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0262,January 22  2008,Mannville Structure (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0261,January 22  2008,Cadomin/Cut Bank Isopach and Lithofacies (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0260,January 22  2008,Cadomin/Cut Bank Isopach and Lithofacies (GIS data  line features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0259,January 22  2008,Mannville Isopach (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0258,January 22  2008,Mannville Isopach (GIS data  line features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
Digital Data 2008-0257,January 22  2008,Sub-Mannville Unconformity (GIS data  polygon features),Hayes  B.J.R.,Christopher  J.E.,Rosenthal  L.,Los  G.,McKercher  B.,Minken  D.F.,Tremblay  Y.M.,Fennell  J.W.,,,
